amount,sender_account_age,receiver_account_age
17.32,700,1829
2571.64,2043,2891
165.18,910,1627
35.08,3052,3504
179.2,1773,420
38.83,39,2020
6.48,733,1009
191.58,2881,2789
149.46,1827,2187
244.14070951159133,25,794
78.17,2332,2998
14.35,2415,2262
3.55,1874,182
17.99,180,2314
12.59,1961,1464
27.01,1744,537
450.5,3066,2360
260.58,2792,274
27.62,1411,2136
256.05,2759,1575
51.66,1848,175
18.42,3031,2303
48.54,312,3046
5.44,3301,1132
8.07,1537,1110
656.64,2360,814
28.99,2707,2961
9.08,2370,676
35.1,3408,1924
3.04,2578,2013
15.5,1449,1195
6.64,1326,2330
34.03,2406,1454
103.4,2679,3100
11.69,2691,301
64.73,3629,525
215.84,3333,3450
4.63,1121,2850
1319.61,396,48
35.9,2025,1949
5.14,2053,3008
237.87,1019,2325
5.19,2974,3584
26.03,3395,2360
71.15,3130,2335
14.01,735,79
581.84,2586,3282
133.56,1031,453
6.31,407,986
3.51,2239,3601
922.06,644,440
30.27,2698,2261
4.92,694,2716
30.4,1010,2196
36.18,2125,620
118.51,2103,877
56.05,178,1652
8.32,950,1330
90.09,77,1914
292.41,3154,3454
100.35,764,2878
21.33,1718,1966
15.07,912,2704
98.9,1941,3036
6.15,2203,2014
313.69,1394,2283
756.799500197458,20,2432
78.66,2126,1931
16.19,1643,1704
483.65,908,1546
2.93,1364,1477
27.34,3613,2109
0.43,538,1726
17.95,1378,1117
151.38,332,449
2.68,752,2253
17.93,536,1892
28.86,381,2304
170.88,591,296
4.21,1216,1462
10.24,142,2509
43.58,494,1975
104.97,73,3254
305.78,1972,2620
2.95,3046,1068
18.07,666,3302
232.34,455,2955
6.95,2001,2296
19.98,1718,144
32.08,449,2143
17.28,3460,3244
21.73,1271,169
155.75,2035,2743
490.63,850,1360
69.12,2366,2010
2064.8,3370,2548
4.23,1894,1199
35.89,377,52
58.11,2702,1685
0.94,734,2191
90.09,3454,3239
37.64,1956,762
15.24,1193,921
44.73,1739,436
41.27,1145,268
116.48,2509,3435
13.38,3070,1878
34.47,2256,2454
1.65,2769,1678
17.91,1974,2739
27.18,3473,3644
24.93,1341,2125
202.23,750,2935
5.8,1124,1368
7.27,3649,2323
11.83,517,3094
21.43,3011,1738
54.07,1687,1841
28.9,3219,2292
142.33,1000,1882
77.3,2306,122
941.3214269126534,21,2719
98.89,133,1790
15.74,349,1744
11.38,3225,2740
6.5,664,514
38.18,2751,1904
24.56,502,484
12.98,2100,3452
32.79,3069,1097
198.65,1526,98
67.95,408,1108
85.57,247,1472
97.01,2889,2225
9.15,2228,832
15.88,288,3035
105.15,3348,392
101.6,1858,3182
27.88,324,588
215.93,3296,217
64.08,142,12
43.54,1916,2363
23.81,1893,3407
1139.38,1361,1168
289.31,1573,2091
136.89,3405,2441
13.68,3419,1445
55.4,3555,3399
164.76,2560,481
99.69,435,2070
2.82,1188,1779
12.1,1579,2191
124.23,1253,2473
99.86,3118,2384
42.87,571,656
51.14,1992,632
4.33,525,1846
53.35,3049,518
14.8,3629,822
23.51,2393,920
156.8104994883543,5,1778
108.45,1225,3156
79.98,2979,2935
78.01,1724,3106
7.89,2276,1399
8.33,1,3298
209.71,3429,2519
101.46,2169,1871
84.51,3520,1096
174.85,1523,1215
85.31,1151,1071
46.17,2889,516
101.24,2762,1457
40.99,677,748
72.97,667,332
10.42,2768,1808
30.09,2524,352
65.07,1889,2579
54.67,2082,2997
5.06,919,3431
2.51,2836,280
3.64,874,710
520.95,2386,3325
128.51,2750,76
89.66,3473,1466
69.64,973,1184
77.99,1307,3167
19.92,2979,1522
13.35,2546,2986
46.5,3645,281
3.48,867,3602
11.62,2397,3594
108.08,854,1268
9.38,667,2533
1.07,3141,1907
30.58,2438,2007
53.16,3625,3361
49.72,40,1581
34.85,1420,353
465.15,2458,1347
33.4,136,3166
9.05,2309,153
243.42,1288,2645
56.25,3186,974
10.34,127,2112
60.51,380,2957
47.62,1999,3631
27.94,2302,887
98.37,2934,2600
44.28,593,419
17.1,329,2023
3.13,3386,429
7.79,777,3121
89.64,332,2751
25.98,1291,371
43.67,3096,290
9.5,2686,1968
2.9,757,2501
37.06,2804,738
99.88,950,1810
0.77,1217,2153
147.31,1384,1119
62.17,16,3134
28.9,838,2387
43.52,606,3271
115.95,3095,1395
4.68,1087,1440
659.13,2579,1058
3.16,366,112
15.48,2216,3406
18.96,516,894
6.91,1382,2703
4.7,96,3174
9.48,2531,1698
50.49,52,881
79.35,2777,1836
471.05,1030,2949
34.28,1250,1026
28.48,2140,223
16.88,3512,376
98.07,1712,1247
10.18,189,3124
22.1,1464,3271
27.29,254,286
32.72,3100,2119
4.05,1600,357
10.3,691,689
1.5,2822,2839
58.04,3478,174
47.84,1782,1228
7.55,606,1258
47.75,1753,2987
66.29,2239,3197
683.8,3187,1163
32.4,3638,2850
13.2,1457,1696
49.04,2327,3299
191.66,1507,117
10.56,235,2942
72.34,115,413
21.82,2240,3057
11.06,870,2606
43.52,3089,3201
67.45348066503624,25,634
31.38,1731,927
68.08,1151,1700
11.25,2248,3560
652.28,3040,3137
103.44,754,184
34.99,3644,2755
6.11,2517,1158
93.83,2502,621
26.66,2314,2615
67.62,2488,2758
78.65,1705,731
54.43,114,1070
30.7,3347,369
53.25,2599,712
1073.07,2873,292
11.98,3333,2071
5.98,996,1751
331.17,1488,2826
0.95,933,2392
82.27,1748,1656
315.24,2190,1237
157.35,3330,1107
1712.84,1310,3576
171.8,969,3461
6.16,2720,2785
1.05,577,430
114.46,192,2066
11.93,2320,2117
5.35,2078,1735
195.93,1221,550
116.41,666,2670
107.29,580,93
24.34,303,2683
9.21,1107,2332
6.15,64,598
16.87,2830,2824
105.49,3649,1278
2.46,1586,473
72.68,1159,3554
46.42,2213,1152
217.77,2499,55
41.29,3635,1086
6.0,531,1978
36.0,2536,1604
18.01,1029,2617
81.38,2391,871
2.65,674,397
100.47,1127,1700
65.05,1826,3108
16.25,2420,600
90.11,2332,2115
65.71,321,1148
0.78,3287,1119
40.16,3263,1009
40.78,1960,461
59.14,33,3622
1438.19,2859,1045
5.69,1628,718
9.13,1903,2145
5.33,1595,1335
224.82,2450,3557
75.74,2043,2978
138.75,2927,1549
48.51,432,1265
31.82,1479,3174
37.64,1415,1204
153.93,2184,3286
208.93,479,3133
2.2,3605,322
107.22,1813,3457
10.27,3153,1162
9.07,965,1546
14.76,2242,1740
25.9,2596,2361
86.71,261,2970
40.65,522,3065
35.15,2166,1649
11.76,3575,2506
669.7639854327512,1,440
90.23,1680,891
25.74,1659,1255
28.54,1021,1412
214.51,2796,26
38.94,497,1190
80.42,1560,3410
0.84,1533,1723
106.64,1384,194
18.12,2583,801
6.06,2970,667
20.86,3362,3081
23.49,2215,214
83.39,2097,2554
61.33,3588,3235
303.85,112,1251
28.5,290,275
1386.24,515,2128
98.17,661,229
11.13,1314,2326
9.94,1341,759
101.01,1777,596
66.66,3410,486
14.18,3528,1531
139.16,3248,1057
0.29,607,518
78.34,3180,879
12.86,49,2711
4.34,3255,2457
97.73,235,772
785.0833943258126,18,778
63.2,823,2704
2.35,1747,669
3.39,2305,584
80.64,910,3048
4.89,1063,1290
49.63,1562,1396
3.85,2909,855
12.36,1484,400
167.54,1988,248
1.06,3564,340
11.91,642,1741
18.93,931,647
0.5,3051,1505
320.9,3474,2256
124.4,294,1178
50.79,3377,568
4.83,884,1811
12.28,136,920
129.2,2213,1756
14.23,2460,2477
67.06,1610,3116
72.14,2998,2285
108.41,2810,424
2.31,3086,712
551.68,1559,808
20.82,2154,75
7.43,172,2669
174.26,3021,754
346.09,1409,123
28.2,2510,2659
58.03,1935,2357
84.0,2082,3509
2636.4060155604884,11,3011
61.74,1924,1630
9.4,2160,57
1.46,2244,3155
582.4,2971,2565
32.46,1514,2280
139.21,2080,3534
13.61,1697,2273
308.6,3488,3619
11.28,3503,2618
6.5,1231,2765
45.46,3549,139
91.77,574,2257
11.17,708,1087
27.12,37,3549
28.09,1174,2607
168.04,3465,2748
68.8,3448,2557
5.47,474,932
422.08,1879,2404
546.31,627,3303
115.15,1645,1754
953.7505180039748,23,864
9.13,1668,49
32.27,1546,49
3.84,1923,1513
330.69,862,1827
69.4,951,2264
264.68,3556,3138
4.11,2757,2961
2074.439391378185,11,1057
32.2,1989,731
1.92,2985,574
9.02,515,416
551.4,3352,2006
30.98,2408,3016
9.24,1330,2868
200.48,2017,1925
198.48,226,2133
76.08,765,75
11.06,2056,1409
5.8,1779,1436
361.36,1771,984
99.4,1735,1498
33.55,2755,2156
16.02,217,979
25.21,2072,145
8.91,2189,602
189.6,631,3406
37.03,3355,2914
11.54,2242,2108
1284.3757405965282,8,3362
57.56,929,446
17.45,1664,2846
11.07,2557,2313
16.35,2754,3307
6.95,2763,1802
35.44,1243,1581
38.89,1038,95
0.84,1566,972
26.12,869,3463
0.9,40,501
1816.65,2670,1463
17.04,388,2049
17.03,435,886
18.35,3015,1064
24.92,944,1126
193.02,2955,828
27.02,1645,1552
34.28,3502,896
207.18,3312,235
5.69,1589,1078
4.23,2315,464
3.25,2424,2549
30.2,947,3033
39.56,3336,291
128.56,2402,2313
16.96,3204,2322
53.48,1973,2621
4.84,1384,3126
44.82,1830,1906
2067.27,573,3528
50.58,1456,992
223.3,1033,3118
178.92,898,3572
40.3,171,3382
15.55,89,1852
3.81,2766,1258
109.67,3616,912
126.93,672,2794
7.06,1521,2659
5.92,3066,19
26.76,1761,3266
25500.0,60,800
15.75,3139,2167
65.06,2768,115
64.82,1032,1507
18.05,1152,475
66.2,688,332
2.24,2152,15
0.35,843,2050
15.76,159,3482
4.71,3527,1475
452.28998041439337,16,2249
106.03343662567168,14,1098
36.56,2197,2672
78.72,2245,584
2.99,3537,87
357.48,3005,1128
14.57,1077,2794
153.3,2638,3566
50.69,3332,1798
3.51,1153,22
24.69,2078,1705
47.85,2223,2061
955.8734476671189,4,3045
6.58,2419,2935
37.29,2573,992
1.51,914,2731
12.43,1939,1994
16.0,1154,1333
624.32,43,338
36.82,3360,382
67.5,383,3381
2246.9,686,93
238.36,1421,1014
6.93,2062,783
51.1,123,1682
123.98,3144,2082
11.24,1083,968
27.36,1347,1854
350.53,1509,2969
256.88,3589,1753
192.59,3616,3205
7.05,3389,729
4.12,1443,1920
174.49,2786,586
3.1,2151,817
41.22,704,1612
136.77,2451,2515
92.73,3611,247
6.71,2137,3087
344.9522397697274,10,3223
1.11,573,3460
16.84,3074,2416
32.47,3375,3346
18.48,1649,3395
4.9,3486,1881
4.7,416,1558
1.16,1159,993
2.34,2720,462
282.27,592,1434
120.15,1020,2316
2.17,286,371
291.53,324,1644
91.0,2281,2070
54.34,2426,783
59.76,527,3204
39.28,2251,1698
37.07,2847,1779
55.26,1830,531
41.79,240,1074
9.96,2644,245
24.9,3340,1464
3.56,411,986
127.74,872,2200
27.96,1755,2482
22.12,3629,3163
38.95,2204,2765
24.89,706,2961
24.2,3416,3387
25.77,699,3361
13.34,2739,2077
1.91,637,2055
5.74,1265,1705
13.42,1578,3494
3.4,3409,3121
3.49,1319,2340
1097.0576171691089,8,131
2666.19,1839,689
7.76,2976,2780
92.31,541,1994
23.91,135,1321
288.41,3452,91
208.7,214,1912
1014.54,3069,1234
107.28,1031,2106
38.97,638,2757
13.88,653,359
26.36,2014,1024
2.11,1107,1006
60.45,1792,336
12.19,2424,2345
657.45,2923,2007
7.04,202,2575
6.34,1545,522
17.17,2349,1491
9.53,1069,1954
46.67,3019,1211
6.13,842,2061
96.4,2101,129
290.347603851963,9,1214
72.81,2434,1522
29.02,484,2148
16.84,3223,135
203.27,2496,2949
206.74,372,944
108.84,563,732
665.84,2310,3478
167.37,2692,1250
47.22,2222,237
14.05,3137,2743
617.87,2271,1458
96.42,716,2943
57.89,1785,3177
15.46,1493,1920
17.16,1461,874
8.62,862,1437
23.93,3630,2640
97.97,2097,839
106.63,494,3404
3.11,1244,1266
7.04,2184,3254
154.12,2834,3114
88.22,1176,860
97.3,2503,2504
191.93,3224,1565
34.84,1765,3123
61.4,452,1188
18.85,2007,1937
14.27,756,3044
17.91,3546,3552
8.69,2930,1534
51.97,1313,2710
27.45,597,3391
34.08,1484,3422
2.37,866,3030
41.43,3505,3187
327.82,933,916
49.89,2244,302
193.39,2280,483
1.63,3518,2327
37.56,1068,983
11.95,2816,3268
10.31,1912,1357
36.13,982,287
104.15,2968,2560
9.0,2619,2314
15.22,460,414
102.33,570,3641
9.66,518,92
64.3,656,3601
39.64,427,2613
328.04,1228,2850
144.05,2901,1334
57.96,3344,3430
19.46,1711,1328
51.11,2873,3294
560.8073273064026,17,2873
14.97,1175,1206
9.07,1880,3521
44.99,1049,2850
156.33,2267,1657
33.07,184,2404
569.26,1857,2505
21.12,1209,2965
120.11,1966,1025
